"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.965514322E0;4.890156984E-1;1.041477770E-1;9.821015358E0;9.833734071E0
1.967511041E0;4.890156984E-1;8.978256583E-2;9.830592155E0;9.843156983E0
1.969507759E0;4.938040972E-1;8.499415964E-2;9.816226959E0;9.829006980E0
1.971504478E0;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
1.973501197E0;4.890156984E-1;8.020575345E-2;9.825803757E0;9.838291965E0
1.975497916E0;5.033808947E-1;8.499415964E-2;9.825803757E0;9.839056652E0
1.977494634E0;4.890156984E-1;8.499415964E-2;9.835380554E0;9.847896781E0
1.979491353E0;4.938040972E-1;9.935937077E-2;9.806650162E0;9.819577494E0
1.981488072E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
1.983484791E0;4.890156984E-1;8.020575345E-2;9.830592155E0;9.843074288E0
1.985481509E0;5.081692934E-1;9.457096457E-2;9.830592155E0;9.844171973E0
1.987478228E0;5.081692934E-1;9.935937077E-2;9.825803757E0;9.839437371E0
1.989474947E0;4.842272997E-1;8.978256583E-2;9.830592155E0;9.842920253E0
1.991471666E0;5.033808947E-1;8.978256583E-2;9.816226959E0;9.829535337E0
1.993468384E0;5.129576921E-1;9.935937077E-2;9.816226959E0;9.830122562E0
1.995465103E0;4.938040972E-1;8.499415964E-2;9.825803757E0;9.838571337E0
1.997461822E0;5.033808947E-1;8.978256583E-2;9.811438560E0;9.824753425E0
1.999458541E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
2.001455259E0;4.890156984E-1;1.041477770E-1;9.821015358E0;9.833734071E0
2.003451978E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
2.005448697E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
2.007445416E0;4.985924959E-1;9.935937077E-2;9.806650162E0;9.819819456E0
2.009442134E0;4.842272997E-1;8.978256583E-2;9.830592155E0;9.842920253E0
2.011438853E0;5.033808947E-1;8.499415964E-2;9.816226959E0;9.829492767E0
2.013435572E0;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
2.015432291E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
2.017429009E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
2.019425728E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
2.021422447E0;4.938040972E-1;8.978256583E-2;9.811438560E0;9.824267404E0
2.023419166E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
2.025415936E0;4.842272997E-1;8.978256583E-2;9.821015358E0;9.833355462E0
2.027412707E0;4.985924959E-1;8.499415964E-2;9.835380554E0;9.848376979E0
2.029409478E0;4.938040972E-1;1.089361757E-1;9.816226959E0;9.829243170E0
2.031406249E0;4.794389009E-1;9.935937077E-2;9.830592155E0;9.842777864E0
2.033403020E0;4.985924959E-1;9.935937077E-2;9.821015358E0;9.834165416E0
2.035399791E0;5.129576921E-1;8.978256583E-2;9.830592155E0;9.844375482E0
2.037396561E0;5.033808947E-1;9.457096457E-2;9.811438560E0;9.824798350E0
2.039393332E0;4.842272997E-1;8.978256583E-2;9.811438560E0;9.823790695E0
2.041390103E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
2.043386874E0;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
2.045383645E0;4.938040972E-1;9.457096457E-2;9.835380554E0;9.848223028E0
2.047380416E0;4.890156984E-1;1.041477770E-1;9.825803757E0;9.838516279E0
2.049377186E0;4.938040972E-1;6.105214357E-2;9.825803757E0;9.838393635E0
2.051373957E0;4.842272997E-1;8.499415964E-2;9.821015358E0;9.833312908E0
2.053370728E0;4.890156984E-1;1.041477770E-1;9.825803757E0;9.838516279E0
2.055367499E0;5.081692934E-1;8.499415964E-2;9.821015358E0;9.834520969E0
2.057364270E0;4.985924959E-1;9.457096457E-2;9.835380554E0;9.848464286E0
2.059361041E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
2.061357811E0;4.938040972E-1;7.541735470E-2;9.825803757E0;9.838493265E0
2.063354582E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
2.065351353E0;4.842272997E-1;8.978256583E-2;9.825803757E0;9.838137855E0
2.067348124E0;4.890156984E-1;8.020575345E-2;9.821015358E0;9.833509647E0
2.069344895E0;4.938040972E-1;8.499415964E-2;9.830592155E0;9.843353525E0
2.071341666E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
2.073338436E0;4.985924959E-1;9.935937077E-2;9.840168953E0;9.853293449E0
2.075335207E0;4.842272997E-1;9.935937077E-2;9.835380554E0;9.847794627E0
2.077331978E0;4.842272997E-1;8.499415964E-2;9.825803757E0;9.838095321E0
2.079328749E0;4.890156984E-1;9.457096457E-2;9.811438560E0;9.824072814E0
2.081325520E0;4.938040972E-1;8.978256583E-2;9.835380554E0;9.848178209E0
2.083322291E0;4.890156984E-1;8.020575345E-2;9.830592155E0;9.843074288E0
2.085319061E0;4.842272997E-1;8.499415964E-2;9.830592155E0;9.842877740E0
2.087315832E0;5.129576921E-1;1.089361757E-1;9.821015358E0;9.835005610E0
2.089312603E0;4.842272997E-1;8.499415964E-2;9.811438560E0;9.823748099E0
2.091309374E0;5.033808947E-1;8.499415964E-2;9.821015358E0;9.834274706E0
2.093306145E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
2.095302916E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
2.097299686E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
2.099296457E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
2.101293228E0;4.890156984E-1;8.499415964E-2;9.816226959E0;9.828767577E0
2.103289999E0;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
2.105286770E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
2.107283541E0;4.985924959E-1;8.020575345E-2;9.816226959E0;9.829208470E0
2.109280311E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
2.111277082E0;4.985924959E-1;8.978256583E-2;9.830592155E0;9.843637413E0
2.113273853E0;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
2.115270624E0;4.842272997E-1;9.935937077E-2;9.835380554E0;9.847794627E0
2.117267395E0;4.890156984E-1;9.935937077E-2;9.830592155E0;9.843248994E0
2.119264166E0;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
2.121260936E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
2.123257707E0;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
2.125254478E0;4.985924959E-1;8.978256583E-2;9.830592155E0;9.843637413E0
2.127251197E0;4.842272997E-1;1.041477770E-1;9.801861763E0;9.814367879E0
2.129247916E0;4.938040972E-1;8.978256583E-2;9.811438560E0;9.824267404E0
2.131244634E0;4.985924959E-1;8.499415964E-2;9.830592155E0;9.843594903E0
2.133241353E0;5.225345492E-1;9.935937077E-2;9.821015358E0;9.835408344E0
2.135238072E0;5.033808947E-1;8.978256583E-2;9.816226959E0;9.829535337E0
2.137234791E0;5.033808947E-1;9.935937077E-2;9.825803757E0;9.839191231E0
2.139231509E0;5.129576921E-1;9.457096457E-2;9.811438560E0;9.825293679E0
2.141228228E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
2.143224947E0;5.177460909E-1;9.457096457E-2;9.840168953E0;9.854234100E0
2.145221666E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
2.147218384E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
2.149215103E0;5.129576921E-1;9.457096457E-2;9.816226959E0;9.830075329E0
2.151211822E0;4.985924959E-1;8.499415964E-2;9.830592155E0;9.843594903E0
2.153208541E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
2.155205259E0;4.938040972E-1;9.457096457E-2;9.811438560E0;9.824312331E0
2.157201978E0;5.081692934E-1;9.935937077E-2;9.811438560E0;9.825092109E0
2.159198697E0;5.081692934E-1;9.457096457E-2;9.825803757E0;9.839390183E0
2.161195416E0;4.842272997E-1;9.935937077E-2;9.811438560E0;9.823882888E0
2.163192134E0;4.985924959E-1;7.062894851E-2;9.830592155E0;9.843481348E0
2.165188853E0;4.985924959E-1;1.041477770E-1;9.816226959E0;9.829432992E0
2.167185572E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
2.169182291E0;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
2.171179009E0;4.985924959E-1;8.499415964E-2;9.830592155E0;9.843594903E0
2.173175728E0;4.985924959E-1;9.457096457E-2;9.835380554E0;9.848464286E0
2.175172447E0;5.081692934E-1;7.541735470E-2;9.821015358E0;9.834442865E0
2.177169166E0;4.890156984E-1;9.935937077E-2;9.835380554E0;9.848031239E0
2.179165884E0;4.890156984E-1;8.499415964E-2;9.816226959E0;9.828767577E0
2.181162603E0;4.890156984E-1;8.499415964E-2;9.821015358E0;9.833549869E0
2.183159322E0;4.890156984E-1;7.541735470E-2;9.811438560E0;9.823907102E0
2.185156041E0;5.033808947E-1;8.020575345E-2;9.816226959E0;9.829452528E0
2.187152759E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
2.189149478E0;4.890156984E-1;7.541735470E-2;9.816226959E0;9.828689427E0
2.191146197E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
2.193142916E0;5.033808947E-1;8.978256583E-2;9.840168953E0;9.853444994E0
2.195139634E0;4.938040972E-1;9.935937077E-2;9.830592155E0;9.843488045E0
2.197136353E0;5.081692934E-1;9.457096457E-2;9.830592155E0;9.844171973E0
2.199133072E0;4.938040972E-1;1.041477770E-1;9.830592155E0;9.843537544E0
2.201129791E0;4.890156984E-1;8.978256583E-2;9.830592155E0;9.843156983E0
2.203126509E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
2.205123228E0;5.033808947E-1;9.457096457E-2;9.816226959E0;9.829580241E0
2.207119947E0;4.938040972E-1;1.089361757E-1;9.821015358E0;9.834025231E0
2.209116666E0;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
2.211113384E0;5.081692934E-1;9.935937077E-2;9.811438560E0;9.825092109E0
2.213110103E0;4.890156984E-1;8.499415964E-2;9.811438560E0;9.823985290E0
2.215106822E0;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
2.217103541E0;4.842272997E-1;1.089361757E-1;9.825803757E0;9.838331293E0
2.219100259E0;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
2.221097030E0;4.938040972E-1;1.089361757E-1;9.821015358E0;9.834025231E0
2.223093801E0;4.938040972E-1;8.020575345E-2;9.821015358E0;9.833748935E0
2.225090572E0;5.033808947E-1;8.499415964E-2;9.806650162E0;9.819928906E0
2.227087343E0;5.129576921E-1;8.978256583E-2;9.821015358E0;9.834812106E0
2.229084113E0;4.938040972E-1;8.978256583E-2;9.840168953E0;9.852960389E0
2.231080884E0;4.890156984E-1;8.020575345E-2;9.835380554E0;9.847856618E0
2.233077655E0;4.794389009E-1;9.935937077E-2;9.821015358E0;9.833212934E0
2.235074426E0;4.985924959E-1;8.499415964E-2;9.835380554E0;9.848376979E0
2.237071197E0;5.033808947E-1;1.137245819E-1;9.844957352E0;9.858474064E0
2.239067968E0;5.033808947E-1;9.935937077E-2;9.816226959E0;9.829627476E0
2.241064738E0;4.985924959E-1;8.978256583E-2;9.816226959E0;9.829291282E0
2.243061509E0;4.890156984E-1;8.499415964E-2;9.821015358E0;9.833549869E0
2.245058280E0;4.985924959E-1;9.935937077E-2;9.811438560E0;9.824601437E0
2.247055051E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.249051822E0;4.938040972E-1;9.935937077E-2;9.840168953E0;9.853052308E0
2.251048593E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
2.253045363E0;4.938040972E-1;9.935937077E-2;9.811438560E0;9.824359592E0
2.255042134E0;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
2.257038905E0;4.985924959E-1;8.020575345E-2;9.816226959E0;9.829208470E0
2.259035676E0;4.890156984E-1;8.499415964E-2;9.811438560E0;9.823985290E0
2.261032447E0;4.842272997E-1;8.978256583E-2;9.830592155E0;9.842920253E0
2.263029218E0;4.890156984E-1;9.935937077E-2;9.825803757E0;9.838466756E0
2.265025988E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
2.267022759E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
2.269019530E0;5.033808947E-1;8.978256583E-2;9.811438560E0;9.824753425E0
2.271016301E0;5.081692934E-1;9.935937077E-2;9.821015358E0;9.834655610E0
2.273013072E0;5.033808947E-1;9.935937077E-2;9.835380554E0;9.848755010E0
2.275009843E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
2.277006613E0;5.081692934E-1;8.978256583E-2;9.825803757E0;9.839345324E0
2.279003384E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
2.281000155E0;4.890156984E-1;8.978256583E-2;9.830592155E0;9.843156983E0
2.282996926E0;4.890156984E-1;8.020575345E-2;9.830592155E0;9.843074288E0
2.284993697E0;5.033808947E-1;8.978256583E-2;9.830592155E0;9.843881113E0
2.286990468E0;4.842272997E-1;8.978256583E-2;9.811438560E0;9.823790695E0
2.288987238E0;4.985924959E-1;8.020575345E-2;9.825803757E0;9.838772632E0
2.290984009E0;4.842272997E-1;8.499415964E-2;9.830592155E0;9.842877740E0
2.292980780E0;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
2.294977551E0;4.842272997E-1;8.499415964E-2;9.816226959E0;9.828530501E0
2.296974322E0;4.938040972E-1;8.499415964E-2;9.835380554E0;9.848135719E0
2.298971093E0;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
2.300967863E0;4.938040972E-1;8.499415964E-2;9.830592155E0;9.843353525E0
2.302964634E0;5.129576921E-1;8.978256583E-2;9.840168953E0;9.853938884E0
2.304961405E0;5.033808947E-1;1.041477770E-1;9.821015358E0;9.834458894E0
2.306958176E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
2.308954947E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
2.310951718E0;5.081692934E-1;8.020575345E-2;9.835380554E0;9.848826308E0
2.312948488E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
2.314945259E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
2.316942030E0;4.938040972E-1;9.935937077E-2;9.811438560E0;9.824359592E0
2.318938801E0;4.890156984E-1;9.935937077E-2;9.835380554E0;9.848031239E0
2.320935572E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
2.322932343E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.324929113E0;4.794389009E-1;9.935937077E-2;9.816226959E0;9.828430478E0
2.326925832E0;5.129576921E-1;8.499415964E-2;9.821015358E0;9.834769558E0
2.328922551E0;5.081692934E-1;8.978256583E-2;9.825803757E0;9.839345324E0
2.330919270E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
2.332915988E0;4.842272997E-1;8.499415964E-2;9.816226959E0;9.828530501E0
2.334912707E0;4.938040972E-1;8.499415964E-2;9.806650162E0;9.819442647E0
2.336909426E0;5.033808947E-1;8.499415964E-2;9.825803757E0;9.839056652E0
2.338906145E0;5.033808947E-1;1.041477770E-1;9.821015358E0;9.834458894E0
2.340902863E0;4.938040972E-1;1.089361757E-1;9.830592155E0;9.843589371E0
2.342899582E0;4.842272997E-1;9.457096457E-2;9.825803757E0;9.838182719E0
2.344896301E0;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
2.346893020E0;4.890156984E-1;8.978256583E-2;9.830592155E0;9.843156983E0
2.348889738E0;4.746504724E-1;9.457096457E-2;9.835380554E0;9.847281218E0
2.350886457E0;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
2.352883176E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
2.354879895E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
2.356876613E0;4.890156984E-1;8.499415964E-2;9.816226959E0;9.828767577E0
2.358873332E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
2.360870051E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
2.362866770E0;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
2.364863488E0;4.746504724E-1;1.041477770E-1;9.830592155E0;9.842595286E0
2.366860207E0;4.985924959E-1;8.020575345E-2;9.821015358E0;9.833990548E0
2.368856926E0;4.985924959E-1;1.041477770E-1;9.835380554E0;9.848560904E0
2.370853645E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
2.372850363E0;4.794389009E-1;9.457096457E-2;9.821015358E0;9.833165716E0
2.374847082E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
2.376843801E0;4.794389009E-1;9.457096457E-2;9.830592155E0;9.842730691E0
2.378840520E0;4.890156984E-1;8.978256583E-2;9.801861763E0;9.814463372E0
2.380837238E0;4.985924959E-1;8.020575345E-2;9.821015358E0;9.833990548E0
2.382833957E0;4.938040972E-1;8.499415964E-2;9.830592155E0;9.843353525E0
2.384830676E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
2.386827395E0;4.985924959E-1;8.020575345E-2;9.821015358E0;9.833990548E0
2.388824113E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
2.390820832E0;4.890156984E-1;8.978256583E-2;9.806650162E0;9.819245626E0
2.392817551E0;4.985924959E-1;9.935937077E-2;9.811438560E0;9.824601437E0
2.394814270E0;4.985924959E-1;8.499415964E-2;9.835380554E0;9.848376979E0
2.396810988E0;5.081692934E-1;8.020575345E-2;9.830592155E0;9.844044449E0
2.398807707E0;4.985924959E-1;9.457096457E-2;9.835380554E0;9.848464286E0
2.400804426E0;5.033808947E-1;8.020575345E-2;9.825803757E0;9.839016453E0
2.402801145E0;5.033808947E-1;9.457096457E-2;9.830592155E0;9.843925951E0
2.404797863E0;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
2.406794582E0;5.033808947E-1;8.020575345E-2;9.830592155E0;9.843798424E0
2.408791301E0;4.985924959E-1;8.020575345E-2;9.825803757E0;9.838772632E0
2.410788020E0;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
2.412784738E0;4.985924959E-1;7.541735470E-2;9.821015358E0;9.833952660E0
2.414781457E0;5.033808947E-1;8.978256583E-2;9.830592155E0;9.843881113E0
2.416778176E0;4.938040972E-1;9.935937077E-2;9.830592155E0;9.843488045E0
2.418774947E0;4.985924959E-1;9.935937077E-2;9.844957352E0;9.858075472E0
2.420771718E0;5.081692934E-1;9.935937077E-2;9.830592155E0;9.844219138E0
2.422768488E0;4.890156984E-1;9.935937077E-2;9.797073364E0;9.809773450E0
2.424765259E0;5.081692934E-1;9.457096457E-2;9.821015358E0;9.834608399E0
2.426762030E0;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
2.428758801E0;4.938040972E-1;8.499415964E-2;9.830592155E0;9.843353525E0
2.430755572E0;4.890156984E-1;8.499415964E-2;9.811438560E0;9.823985290E0
2.432752343E0;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
2.434749113E0;4.985924959E-1;8.020575345E-2;9.825803757E0;9.838772632E0
2.436745884E0;4.842272997E-1;8.978256583E-2;9.821015358E0;9.833355462E0
2.438742655E0;4.890156984E-1;8.978256583E-2;9.840168953E0;9.852721567E0
2.440739426E0;5.081692934E-1;8.020575345E-2;9.825803757E0;9.839262597E0
2.442736197E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
2.444732968E0;4.890156984E-1;8.499415964E-2;9.816226959E0;9.828767577E0
2.446729738E0;4.890156984E-1;9.935937077E-2;9.830592155E0;9.843248994E0
2.448726509E0;4.985924959E-1;8.020575345E-2;9.830592155E0;9.843554722E0
2.450723280E0;5.129576921E-1;8.978256583E-2;9.816226959E0;9.830030428E0
2.452720051E0;4.890156984E-1;8.020575345E-2;9.821015358E0;9.833509647E0
2.454716822E0;5.081692934E-1;9.457096457E-2;9.830592155E0;9.844171973E0
2.456713593E0;4.842272997E-1;9.935937077E-2;9.821015358E0;9.833447566E0
2.458710363E0;5.033808947E-1;9.935937077E-2;9.825803757E0;9.839191231E0
2.460707134E0;4.890156984E-1;1.089361757E-1;9.821015358E0;9.833785950E0
2.462703905E0;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
2.464700676E0;4.985924959E-1;8.020575345E-2;9.821015358E0;9.833990548E0
2.466697447E0;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
2.468694218E0;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
2.470690988E0;5.081692934E-1;9.457096457E-2;9.835380554E0;9.848953769E0
2.472687759E0;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
2.474684530E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
2.476681301E0;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
2.478678072E0;5.129576921E-1;8.978256583E-2;9.830592155E0;9.844375482E0
2.480674843E0;5.033808947E-1;9.457096457E-2;9.811438560E0;9.824798350E0
2.482671613E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
2.484668384E0;5.081692934E-1;9.935937077E-2;9.830592155E0;9.844219138E0
2.486665155E0;4.938040972E-1;8.499415964E-2;9.825803757E0;9.838571337E0
2.488661926E0;4.985924959E-1;8.020575345E-2;9.816226959E0;9.829208470E0
2.490658697E0;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
2.492655468E0;5.081692934E-1;9.457096457E-2;9.830592155E0;9.844171973E0
2.494652238E0;5.033808947E-1;9.935937077E-2;9.830592155E0;9.843973117E0
2.496649009E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
2.498645780E0;4.938040972E-1;1.041477770E-1;9.830592155E0;9.843537544E0
2.500642551E0;5.033808947E-1;9.935937077E-2;9.811438560E0;9.824845609E0
2.502639322E0;5.033808947E-1;9.935937077E-2;9.830592155E0;9.843973117E0
2.504636093E0;4.985924959E-1;8.020575345E-2;9.825803757E0;9.838772632E0
2.506632863E0;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
2.508629634E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.510626405E0;4.938040972E-1;8.978256583E-2;9.830592155E0;9.843396036E0
2.512623176E0;4.985924959E-1;1.041477770E-1;9.821015358E0;9.834214961E0
2.514619947E0;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
2.516616718E0;5.033808947E-1;8.020575345E-2;9.830592155E0;9.843798424E0
2.518613488E0;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
2.520610259E0;4.985924959E-1;9.457096457E-2;9.811438560E0;9.824554177E0
2.522607030E0;4.985924959E-1;1.089361757E-1;9.835380554E0;9.848612705E0
2.524603801E0;5.081692934E-1;1.041477770E-1;9.830592155E0;9.844268633E0
2.526600572E0;4.938040972E-1;8.499415964E-2;9.830592155E0;9.843353525E0
2.528597291E0;5.033808947E-1;9.457096457E-2;9.830592155E0;9.843925951E0
2.530594009E0;4.890156984E-1;9.457096457E-2;9.840168953E0;9.852766365E0
2.532590728E0;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
2.534587447E0;4.985924959E-1;8.499415964E-2;9.830592155E0;9.843594903E0
2.536584166E0;4.985924959E-1;9.457096457E-2;9.835380554E0;9.848464286E0
2.538580884E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
2.540577603E0;4.938040972E-1;7.541735470E-2;9.825803757E0;9.838493265E0
2.542574322E0;4.938040972E-1;1.041477770E-1;9.825803757E0;9.838755445E0
2.544571041E0;4.890156984E-1;8.978256583E-2;9.830592155E0;9.843156983E0
2.546567759E0;4.985924959E-1;1.041477770E-1;9.825803757E0;9.838996936E0
2.548564478E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
2.550561197E0;4.890156984E-1;1.041477770E-1;9.816226959E0;9.828951868E0
2.552557916E0;5.033808947E-1;9.457096457E-2;9.840168953E0;9.853489789E0
2.554554634E0;5.081692934E-1;8.499415964E-2;9.816226959E0;9.829739150E0
2.556551353E0;4.938040972E-1;9.935937077E-2;9.821015358E0;9.833923807E0
2.558548072E0;4.890156984E-1;8.499415964E-2;9.816226959E0;9.828767577E0
2.560544791E0;4.890156984E-1;9.457096457E-2;9.806650162E0;9.819290576E0
2.562541509E0;4.938040972E-1;9.935937077E-2;9.835380554E0;9.848270174E0
2.564538228E0;4.938040972E-1;7.062894851E-2;9.821015358E0;9.833675488E0
2.566534947E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
2.568531666E0;4.938040972E-1;8.499415964E-2;9.825803757E0;9.838571337E0
2.570528384E0;5.033808947E-1;8.499415964E-2;9.821015358E0;9.834274706E0
2.572525103E0;5.033808947E-1;9.935937077E-2;9.806650162E0;9.820063747E0
2.574521822E0;5.081692934E-1;8.978256583E-2;9.835380554E0;9.848908954E0
2.576518541E0;4.985924959E-1;7.062894851E-2;9.825803757E0;9.838699222E0
2.578515259E0;5.033808947E-1;1.041477770E-1;9.825803757E0;9.839240751E0
2.580511978E0;4.890156984E-1;9.935937077E-2;9.821015358E0;9.833684523E0
2.582508697E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
2.584505416E0;4.794389009E-1;9.457096457E-2;9.825803757E0;9.837948200E0
2.586502134E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.588498853E0;4.842272997E-1;9.457096457E-2;9.821015358E0;9.833400348E0
2.590495572E0;4.842272997E-1;9.457096457E-2;9.811438560E0;9.823835624E0
2.592492291E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
2.594489009E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
2.596485728E0;5.081692934E-1;9.935937077E-2;9.811438560E0;9.825092109E0
2.598482447E0;4.938040972E-1;9.935937077E-2;9.830592155E0;9.843488045E0
2.600479166E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.602475884E0;4.938040972E-1;1.089361757E-1;9.835380554E0;9.848371450E0
2.604472603E0;4.985924959E-1;9.935937077E-2;9.835380554E0;9.848511431E0
2.606469322E0;4.842272997E-1;8.978256583E-2;9.825803757E0;9.838137855E0
2.608466041E0;4.985924959E-1;9.935937077E-2;9.821015358E0;9.834165416E0
2.610462759E0;5.081692934E-1;8.020575345E-2;9.840168953E0;9.853608172E0
2.612459478E0;4.938040972E-1;8.978256583E-2;9.830592155E0;9.843396036E0
2.614456197E0;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
2.616452968E0;4.842272997E-1;8.020575345E-2;9.830592155E0;9.842837557E0
2.618449738E0;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
2.620446509E0;4.890156984E-1;8.499415964E-2;9.835380554E0;9.847896781E0
2.622443280E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
2.624440051E0;5.081692934E-1;8.499415964E-2;9.830592155E0;9.844084628E0
