"Pos_1_1";"B_1_1";"Pos_1_2";"B_1_2";"Pos_1_3";"B_1_3";"Pos_05_1";"B_2_1";"Pos_05_2";"B_2_2";"Pos_05_3";"B_2_3"
0,0000;6,2844E-5;0,0000;4,2556E-5;0,0000;4,9097E-6;0,0000;6,6763E-5;0,0000;2,9397E-5;0,0000;5,6787E-6
0,0000;6,1489E-5;0,0000;4,2690E-5;0,0000;1,0000E-5;0,0000;6,7019E-5;0,0000;2,6174E-5;0,0000;3,1641E-6
0,0000;6,2869E-5;0,0000;3,8149E-5;0,0000;3,5669E-6;0,0000;6,7520E-5;0,0000;2,8835E-5;0,0000;1,7358E-6
0,0000;6,4333E-5;0,0000;3,7954E-5;0,0000;6,2769E-6;0,0000;6,5518E-5;0,0000;2,5820E-5;0,0000;2,3462E-6
0,0000;6,2124E-5;0,0000;4,0261E-5;0,0000;7,4731E-6;0,0000;6,9778E-5;0,0000;2,7810E-5;0,0000;1,8579E-6
0,0000;6,4089E-5;0,0000;4,1433E-5;0,0000;3,8232E-6;0,0000;6,5762E-5;0,0000;2,8982E-5;0,0000;3,3228E-6
0,0000;6,2234E-5;0,0000;4,1116E-5;0,0000;5,2637E-6;0,0000;6,5884E-5;0,0000;2,7468E-5;0,0000;2,3096E-6
0,0000;6,2417E-5;0,0000;3,9541E-5;0,0000;4,6045E-6;0,0000;6,8057E-5;0,0000;2,5625E-5;0,0000;3,8965E-6
4,3750E-5;6,1196E-5;0,0000;3,6892E-5;0,0000;8,3154E-6;0,0000;6,3711E-5;0,0000;2,2134E-5;0,0000;2,0654E-6
1,3125E-4;6,3687E-5;0,0000;4,1323E-5;0,0000;7,8027E-6;0,0000;6,5981E-5;0,0000;2,5125E-5;0,0000;2,6880E-6
3,0625E-4;6,1514E-5;0,0000;4,3643E-5;0,0000;5,4712E-6;0,0000;6,6213E-5;0,0000;2,3843E-5;0,0000;2,8589E-6
5,2500E-4;6,1099E-5;0,0000;3,9858E-5;0,0000;5,6543E-6;0,0000;6,5054E-5;0,0000;2,6431E-5;0,0000;9,3018E-7
7,8750E-4;6,2234E-5;0,0000;4,4570E-5;0,0000;6,1426E-6;0,0000;6,4553E-5;0,0000;2,7126E-5;0,0000;5,0439E-6
0,0010;6,4321E-5;0,0000;3,8540E-5;0,0000;7,3877E-6;0,0000;6,4407E-5;0,0000;2,3220E-5;0,0000;3,9819E-6
0,0014;6,4187E-5;0,0000;4,2886E-5;0,0000;5,1538E-6;0,0000;6,6042E-5;0,0000;2,5991E-5;0,0000;3,0298E-6
0,0019;6,2795E-5;0,0000;4,2434E-5;0,0000;7,0703E-6;0,0000;6,4431E-5;0,0000;2,4343E-5;0,0000;1,9556E-6
0,0025;6,3577E-5;0,0000;3,8857E-5;0,0000;7,4731E-6;0,0000;6,5518E-5;0,0000;2,5271E-5;0,0000;-4,4922E-7
0,0031;6,5164E-5;0,0000;4,0688E-5;0,0000;4,7754E-6;0,0000;6,5212E-5;0,0000;2,3257E-5;0,0000;1,4893E-7
0,0039;6,8142E-5;0,0000;4,0225E-5;0,0000;6,6797E-6;0,0000;6,5261E-5;0,0000;2,3831E-5;0,0000;4,0552E-6
0,0049;6,8801E-5;0,0000;3,8979E-5;0,0000;5,4224E-6;0,0000;6,5798E-5;0,0000;2,5430E-5;0,0000;1,4673E-6
0,0059;6,8984E-5;0,0000;4,3240E-5;0,0000;6,7896E-6;0,0000;6,8411E-5;0,0000;2,2866E-5;0,0000;2,4561E-6
0,0069;7,2744E-5;0,0000;3,8076E-5;0,0000;8,7671E-6;0,0000;6,4297E-5;0,0000;2,5686E-5;0,0000;3,6523E-6
0,0078;7,2573E-5;0,0000;4,0249E-5;4,3750E-5;5,5078E-6;0,0000;6,3284E-5;0,0000;2,5283E-5;0,0000;5,5176E-7
0,0087;7,2646E-5;0,0000;3,7808E-5;4,3750E-5;4,8486E-6;0,0000;6,5652E-5;0,0000;2,7102E-5;0,0000;-1,1963E-7
0,0096;7,7542E-5;0,0000;4,2715E-5;4,3750E-5;4,8608E-6;0,0000;6,3442E-5;0,0000;2,6870E-5;0,0000;2,2217E-7
0,0105;7,6956E-5;0,0000;4,1396E-5;4,3750E-5;6,2769E-6;0,0000;6,4785E-5;0,0000;2,3831E-5;4,3750E-5;2,6270E-6
0,0114;8,0764E-5;0,0000;4,1042E-5;4,3750E-5;6,0571E-6;4,3750E-5;6,7471E-5;0,0000;2,4221E-5;4,3750E-5;5,8838E-7
0,0121;7,9507E-5;0,0000;3,9065E-5;8,7500E-5;4,8120E-6;4,3750E-5;6,1379E-5;0,0000;2,7725E-5;4,3750E-5;2,3706E-6
0,0127;8,0068E-5;0,0000;3,7002E-5;8,7500E-5;8,3154E-6;4,3750E-5;6,4260E-5;4,3750E-5;2,5625E-5;4,3750E-5;1,3696E-6
0,0133;8,1619E-5;0,0000;3,6245E-5;8,7500E-5;5,9717E-6;4,3750E-5;6,4224E-5;4,3750E-5;2,4160E-5;4,3750E-5;3,5645E-7
0,0138;8,5073E-5;0,0000;3,5391E-5;8,7500E-5;6,3257E-6;4,3750E-5;6,7727E-5;4,3750E-5;2,7358E-5;4,3750E-5;1,7334E-7
0,0145;8,5854E-5;0,0000;3,9333E-5;8,7500E-5;4,6655E-6;4,3750E-5;6,5371E-5;4,3750E-5;2,3708E-5;8,7500E-5;3,9209E-6
0,0151;8,4561E-5;0,0000;3,9407E-5;8,7500E-5;6,9971E-6;4,3750E-5;6,4468E-5;4,3750E-5;2,5515E-5;8,7500E-5;1,0889E-6
0,0158;8,7991E-5;0,0000;3,9272E-5;8,7500E-5;4,1772E-6;4,3750E-5;6,5469E-5;4,3750E-5;2,9299E-5;8,7500E-5;1,8701E-6
0,0165;8,8345E-5;0,0000;3,3621E-5;8,7500E-5;5,9229E-6;4,3750E-5;6,5518E-5;4,3750E-5;2,2927E-5;8,7500E-5;2,8320E-7
0,0170;8,9053E-5;0,0000;3,6892E-5;8,7500E-5;9,7803E-6;4,3750E-5;6,6519E-5;4,3750E-5;2,5747E-5;8,7500E-5;2,7612E-6
0,0177;9,1213E-5;4,3750E-5;3,7954E-5;8,7500E-5;4,6655E-6;4,3750E-5;6,3589E-5;8,7500E-5;2,7065E-5;1,3125E-4;1,6748E-6
0,0184;8,8979E-5;4,3750E-5;3,9431E-5;1,3125E-4;7,5098E-6;4,3750E-5;6,1355E-5;8,7500E-5;2,6357E-5;1,3125E-4;3,3228E-6
0,0191;9,1873E-5;4,3750E-5;4,0688E-5;1,3125E-4;4,6289E-6;4,3750E-5;6,3113E-5;8,7500E-5;2,7163E-5;1,3125E-4;1,5771E-6
0,0198;9,4509E-5;4,3750E-5;3,7063E-5;1,3125E-4;1,4429E-6;4,3750E-5;6,4419E-5;8,7500E-5;2,5247E-5;1,3125E-4;1,1987E-6
0,0206;9,6804E-5;4,3750E-5;3,7234E-5;1,3125E-4;7,8882E-6;4,3750E-5;6,3406E-5;8,7500E-5;2,6760E-5;1,3125E-4;1,4551E-6
0,0213;9,7427E-5;4,3750E-5;3,8333E-5;1,7500E-4;4,5435E-6;8,7500E-5;6,5444E-5;8,7500E-5;2,5552E-5;1,3125E-4;-5,8350E-7
0,0221;1,0069E-4;4,3750E-5;4,1714E-5;2,1875E-4;2,3584E-6;8,7500E-5;6,6177E-5;8,7500E-5;2,3293E-5;1,3125E-4;3,6890E-6
0,0229;9,7451E-5;4,3750E-5;3,6697E-5;3,9375E-4;5,5078E-6;8,7500E-5;6,4163E-5;1,3125E-4;2,5845E-5;1,3125E-4;3,3716E-6
0,0236;1,0371E-4;8,7500E-5;3,8809E-5;6,1250E-4;3,2983E-6;8,7500E-5;6,4846E-5;1,3125E-4;2,6785E-5;1,3125E-4;2,3706E-6
0,0242;1,0337E-4;8,7500E-5;3,7222E-5;9,6250E-4;6,7285E-6;8,7500E-5;6,7080E-5;1,3125E-4;2,3721E-5;1,7500E-4;1,2842E-6
0,0248;1,0196E-4;8,7500E-5;4,1396E-5;0,0013;7,5098E-6;8,7500E-5;6,7910E-5;1,3125E-4;2,8213E-5;1,7500E-4;3,1885E-6
0,0255;1,0353E-4;8,7500E-5;4,0359E-5;0,0017;9,5239E-6;1,3125E-4;6,7300E-5;1,3125E-4;2,6187E-5;2,6250E-4;3,3228E-6
0,0263;1,0464E-4;8,7500E-5;3,9773E-5;0,0022;8,6084E-6;1,3125E-4;6,6946E-5;1,7500E-4;2,4783E-5;3,9375E-4;8,2031E-7
0,0272;1,0573E-4;1,3125E-4;4,1018E-5;0,0029;1,0208E-5;1,3125E-4;6,6653E-5;1,7500E-4;2,3452E-5;5,6875E-4;2,3096E-6
0,0281;1,1038E-4;1,3125E-4;3,7673E-5;0,0036;1,4517E-5;1,3125E-4;6,4785E-5;2,1875E-4;2,6394E-5;9,1875E-4;2,7246E-6
0,0290;1,0763E-4;1,3125E-4;3,9675E-5;0,0043;1,6799E-5;1,7500E-4;6,4736E-5;2,6250E-4;2,7798E-5;0,0015;6,1182E-6
0,0301;1,1164E-4;2,1875E-4;3,8064E-5;0,0049;1,5725E-5;1,7500E-4;6,4272E-5;3,0625E-4;2,7505E-5;0,0023;2,6514E-6
0,0311;1,1538E-4;3,0625E-4;3,9846E-5;0,0055;1,8179E-5;2,1875E-4;6,4382E-5;3,5000E-4;2,7737E-5;0,0034;4,8364E-6
0,0320;1,1770E-4;3,5000E-4;4,1055E-5;0,0059;1,8362E-5;2,1875E-4;6,6384E-5;5,2500E-4;2,6699E-5;0,0045;4,1162E-6
0,0328;1,1917E-4;4,8125E-4;4,1055E-5;0,0065;1,8801E-5;2,6250E-4;6,6750E-5;7,8750E-4;2,4209E-5;0,0059;7,7783E-6
0,0336;1,2396E-4;7,0000E-4;4,1128E-5;0,0072;1,9192E-5;3,9375E-4;6,4224E-5;0,0011;2,4465E-5;0,0076;9,7559E-6
0,0343;1,2455E-4;0,0010;3,9370E-5;0,0080;2,3464E-5;6,1250E-4;6,7532E-5;0,0016;2,3489E-5;0,0093;1,3625E-5
0,0352;1,2533E-4;0,0014;4,1628E-5;0,0090;2,6138E-5;8,7500E-4;6,7532E-5;0,0022;2,7896E-5;0,0113;1,4797E-5
0,0361;1,2794E-4;0,0016;4,2104E-5;0,0100;3,0056E-5;0,0012;6,6421E-5;0,0030;2,6687E-5;0,0135;2,1890E-5
0,0370;1,3085E-4;0,0018;4,3374E-5;0,0112;3,1533E-5;0,0015;6,4260E-5;0,0039;2,9507E-5;0,0158;2,0913E-5
0,0379;1,3368E-4;0,0020;4,4253E-5;0,0124;3,3389E-5;0,0019;7,0706E-5;0,0051;3,1301E-5;0,0182;2,6162E-5
0,0388;1,3448E-4;0,0024;4,2983E-5;0,0137;3,7942E-5;0,0025;7,0547E-5;0,0064;3,3206E-5;0,0207;3,1130E-5
0,0395;1,3693E-4;0,0029;4,6658E-5;0,0150;3,9907E-5;0,0030;6,6616E-5;0,0078;3,0386E-5;0,0232;3,3364E-5
0,0402;1,3828E-4;0,0036;4,4729E-5;0,0163;4,8599E-5;0,0035;6,8740E-5;0,0093;3,4780E-5;0,0256;3,9517E-5
0,0408;1,4032E-4;0,0044;4,5522E-5;0,0177;5,0833E-5;0,0042;6,8752E-5;0,0108;3,6343E-5;0,0280;4,2629E-5
0,0415;1,4464E-4;0,0053;5,0405E-5;0,0191;5,5020E-5;0,0049;6,8899E-5;0,0124;3,9199E-5;0,0303;4,7134E-5
0,0423;1,4531E-4;0,0063;5,4958E-5;0,0205;6,1367E-5;0,0056;6,9607E-5;0,0141;3,9126E-5;0,0326;5,1101E-5
0,0430;1,4634E-4;0,0074;5,5117E-5;0,0219;6,3040E-5;0,0062;7,4050E-5;0,0158;4,4631E-5;0,0349;5,8572E-5
0,0437;1,4849E-4;0,0084;5,3115E-5;0,0232;6,9546E-5;0,0068;7,4880E-5;0,0176;4,6267E-5;0,0371;5,9597E-5
0,0443;1,5082E-4;0,0094;5,8792E-5;0,0246;7,6406E-5;0,0074;7,0291E-5;0,0196;4,8794E-5;0,0392;6,6091E-5
0,0449;1,5283E-4;0,0104;6,0830E-5;0,0260;7,9800E-5;0,0080;7,3428E-5;0,0216;5,1724E-5;0,0415;7,3464E-5
0,0456;1,5458E-4;0,0115;6,3723E-5;0,0274;8,4463E-5;0,0088;7,5918E-5;0,0237;5,3762E-5;0,0439;7,6187E-5
0,0464;1,5785E-4;0,0126;6,6226E-5;0,0288;8,8345E-5;0,0097;7,4868E-5;0,0258;5,8621E-5;0,0465;8,3999E-5
0,0473;1,5631E-4;0,0137;7,0974E-5;0,0302;9,7231E-5;0,0106;7,4453E-5;0,0278;6,3613E-5;0,0492;9,3557E-5
0,0482;1,6389E-4;0,0149;7,6040E-5;0,0315;1,0230E-4;0,0116;7,7700E-5;0,0296;6,6299E-5;0,0521;1,0231E-4
0,0492;1,6780E-4;0,0161;7,6174E-5;0,0329;1,0856E-4;0,0127;7,9104E-5;0,0314;6,8948E-5;0,0552;1,1231E-4
0,0501;1,7163E-4;0,0172;7,8640E-5;0,0342;1,1308E-4;0,0138;8,3071E-5;0,0329;7,1230E-5;0,0584;1,2306E-4
0,0511;1,7396E-4;0,0184;8,5488E-5;0,0354;1,1928E-4;0,0150;8,2205E-5;0,0346;7,4111E-5;0,0615;1,3397E-4
0,0521;1,7737E-4;0,0195;9,0127E-5;0,0367;1,2832E-4;0,0162;8,5635E-5;0,0362;8,0032E-5;0,0645;1,4910E-4
0,0531;1,7974E-4;0,0206;9,5254E-5;0,0380;1,2962E-4;0,0176;8,4487E-5;0,0379;8,4133E-5;0,0674;1,5937E-4
0,0540;1,8173E-4;0,0217;9,7488E-5;0,0393;1,3686E-4;0,0190;8,8198E-5;0,0396;8,4329E-5;0,0700;1,7271E-4
0,0551;1,8761E-4;0,0228;9,5522E-5;0,0406;1,4011E-4;0,0204;8,9651E-5;0,0414;9,0969E-5;0,0722;1,7880E-4
0,0561;1,8926E-4;0,0237;1,0182E-4;0,0418;1,4885E-4;0,0220;9,3484E-5;0,0434;9,5010E-5;0,0741;1,9198E-4
0,0572;1,9434E-4;0,0245;1,0396E-4;0,0431;1,5569E-4;0,0235;9,2764E-5;0,0453;9,8574E-5;0,0759;2,0006E-4
0,0583;1,9960E-4;0,0253;1,0751E-4;0,0444;1,6316E-4;0,0251;9,7256E-5;0,0472;1,0617E-4;0,0774;2,1096E-4
0,0593;2,0230E-4;0,0261;1,0945E-4;0,0457;1,6704E-4;0,0266;9,7830E-5;0,0490;1,1128E-4;0,0788;2,1896E-4
0,0602;2,0817E-4;0,0270;1,1503E-4;0,0469;1,7667E-4;0,0282;1,0065E-4;0,0506;1,1386E-4;0,0801;2,2473E-4
0,0612;2,1020E-4;0,0279;1,1388E-4;0,0482;1,8511E-4;0,0297;1,0559E-4;0,0521;1,2012E-4;0,0815;2,3354E-4
0,0622;2,1215E-4;0,0287;1,1706E-4;0,0493;1,9318E-4;0,0312;1,0957E-4;0,0534;1,2194E-4;0,0826;2,3789E-4
0,0631;2,1762E-4;0,0297;1,2239E-4;0,0505;2,0084E-4;0,0326;1,1092E-4;0,0546;1,2637E-4;0,0836;2,4232E-4
0,0641;2,2339E-4;0,0306;1,2327E-4;0,0516;2,0674E-4;0,0340;1,1577E-4;0,0557;1,2989E-4;0,0845;2,5169E-4
0,0652;2,3382E-4;0,0314;1,2559E-4;0,0527;2,1332E-4;0,0354;1,1684E-4;0,0568;1,3611E-4;0,0855;2,5834E-4
0,0663;2,3505E-4;0,0322;1,2925E-4;0,0537;2,2389E-4;0,0368;1,2050E-4;0,0580;1,3797E-4;0,0867;2,6541E-4
0,0675;2,3792E-4;0,0329;1,3085E-4;0,0546;2,2592E-4;0,0381;1,2324E-4;0,0593;1,4284E-4;0,0878;2,7343E-4
0,0688;2,3938E-4;0,0336;1,3465E-4;0,0556;2,3594E-4;0,0395;1,2620E-4;0,0608;1,4713E-4;0,0891;2,7876E-4
0,0701;2,5087E-4;0,0343;1,3819E-4;0,0566;2,3906E-4;0,0408;1,3158E-4;0,0623;1,5305E-4;0,0905;2,9159E-4
0,0715;2,5634E-4;0,0350;1,3991E-4;0,0575;2,4734E-4;0,0420;1,3500E-4;0,0640;1,5802E-4;0,0919;3,0500E-4
0,0728;2,5905E-4;0,0357;1,4143E-4;0,0585;2,5614E-4;0,0433;1,3898E-4;0,0656;1,6544E-4;0,0935;3,1306E-4
0,0741;2,6901E-4;0,0364;1,4944E-4;0,0596;2,6369E-4;0,0445;1,4086E-4;0,0672;1,7313E-4;0,0952;3,2731E-4
0,0753;2,7522E-4;0,0371;1,5331E-4;0,0607;2,7141E-4;0,0456;1,4586E-4;0,0688;1,7614E-4;0,0970;3,4564E-4
0,0765;2,8408E-4;0,0378;1,5196E-4;0,0619;2,7993E-4;0,0466;1,4882E-4;0,0701;1,8401E-4;0,0990;3,6111E-4
0,0777;2,8986E-4;0,0385;1,5713E-4;0,0630;2,9048E-4;0,0476;1,4727E-4;0,0712;1,8877E-4;0,1010;3,7829E-4
0,0791;3,0062E-4;0,0394;1,5950E-4;0,0641;2,9629E-4;0,0486;1,5189E-4;0,0721;1,9038E-4;0,1032;3,9759E-4
0,0805;3,0825E-4;0,0402;1,6367E-4;0,0651;3,0644E-4;0,0495;1,5651E-4;0,0729;1,9843E-4;0,1054;4,2294E-4
0,0820;3,1168E-4;0,0411;1,6841E-4;0,0659;3,1559E-4;0,0504;1,5592E-4;0,0735;1,9770E-4;0,1076;4,4267E-4
0,0836;3,2412E-4;0,0421;1,7256E-4;0,0666;3,1927E-4;0,0515;1,5812E-4;0,0741;2,0088E-4;0,1098;4,6890E-4
0,0850;3,3574E-4;0,0431;1,7869E-4;0,0673;3,2602E-4;0,0525;1,6083E-4;0,0748;2,0392E-4;0,1118;4,9112E-4
0,0864;3,4035E-4;0,0443;1,8462E-4;0,0681;3,3244E-4;0,0536;1,6397E-4;0,0755;2,0816E-4;0,1138;5,1934E-4
0,0878;3,5485E-4;0,0455;1,9165E-4;0,0688;3,4042E-4;0,0548;1,6927E-4;0,0763;2,1229E-4;0,1158;5,3825E-4
0,0889;3,6619E-4;0,0466;1,9436E-4;0,0696;3,4944E-4;0,0561;1,7068E-4;0,0775;2,1808E-4;0,1176;5,6358E-4
0,0899;3,6999E-4;0,0478;1,9958E-4;0,0702;3,5553E-4;0,0575;1,7724E-4;0,0789;2,2405E-4;0,1194;5,8588E-4
0,0909;3,7835E-4;0,0490;2,0850E-4;0,0709;3,5987E-4;0,0589;1,8290E-4;0,0805;2,3540E-4;0,1210;6,1209E-4
0,0918;3,8571E-4;0,0504;2,1568E-4;0,0714;3,6905E-4;0,0603;1,9324E-4;0,0821;2,4406E-4;0,1225;6,3422E-4
0,0927;3,9256E-4;0,0517;2,2449E-4;0,0721;3,7090E-4;0,0617;1,9297E-4;0,0839;2,5492E-4;0,1239;6,5508E-4
0,0936;4,0050E-4;0,0532;2,3253E-4;0,0727;3,7931E-4;0,0631;2,0120E-4;0,0856;2,6302E-4;0,1253;6,7765E-4
0,0946;4,0736E-4;0,0546;2,4071E-4;0,0733;3,8830E-4;0,0644;2,0280E-4;0,0874;2,7028E-4;0,1267;6,9975E-4
0,0958;4,2124E-4;0,0560;2,5263E-4;0,0740;3,9372E-4;0,0658;2,0982E-4;0,0892;2,8368E-4;0,1280;7,2279E-4
0,0969;4,2722E-4;0,0573;2,5492E-4;0,0747;3,9993E-4;0,0669;2,1579E-4;0,0909;2,9578E-4;0,1293;7,4319E-4
0,0981;4,3762E-4;0,0585;2,6380E-4;0,0754;4,1104E-4;0,0680;2,1873E-4;0,0925;3,0672E-4;0,1306;7,6634E-4
0,0994;4,4771E-4;0,0598;2,7305E-4;0,0762;4,1701E-4;0,0690;2,2497E-4;0,0941;3,2067E-4;0,1318;7,8657E-4
0,1006;4,6065E-4;0,0610;2,8382E-4;0,0770;4,2597E-4;0,0699;2,2915E-4;0,0956;3,3155E-4;0,1330;8,0771E-4
0,1018;4,6775E-4;0,0621;2,9138E-4;0,0777;4,3600E-4;0,0707;2,3299E-4;0,0969;3,4162E-4;0,1342;8,3065E-4
0,1030;4,8249E-4;0,0631;2,9633E-4;0,0785;4,4461E-4;0,0715;2,3383E-4;0,0982;3,5164E-4;0,1354;8,4994E-4
0,1042;4,9330E-4;0,0640;3,0401E-4;0,0792;4,5119E-4;0,0722;2,3697E-4;0,0995;3,6260E-4;0,1365;8,7405E-4
0,1053;5,0575E-4;0,0649;3,1183E-4;0,0800;4,6015E-4;0,0729;2,4317E-4;0,1008;3,7100E-4;0,1376;8,9522E-4
0,1065;5,1817E-4;0,0658;3,1970E-4;0,0807;4,6737E-4;0,0738;2,4569E-4;0,1019;3,8302E-4;0,1387;9,1709E-4
0,1077;5,3313E-4;0,0667;3,2329E-4;0,0814;4,7791E-4;0,0747;2,5061E-4;0,1029;3,8820E-4;0,1397;9,3600E-4
0,1089;5,4385E-4;0,0675;3,2879E-4;0,0821;4,8549E-4;0,0758;2,5752E-4;0,1039;3,9915E-4;0,1406;9,5326E-4
0,1101;5,5807E-4;0,0682;3,3975E-4;0,0829;4,9729E-4;0,0770;2,6459E-4;0,1049;4,0680E-4;0,1414;9,7057E-4
0,1113;5,7184E-4;0,0688;3,4259E-4;0,0837;5,0739E-4;0,0782;2,6868E-4;0,1060;4,1854E-4;0,1420;9,8273E-4
0,1124;5,8383E-4;0,0694;3,4673E-4;0,0844;5,1856E-4;0,0796;2,7813E-4;0,1073;4,3109E-4;0,1426;9,9385E-4
0,1135;5,9691E-4;0,0699;3,5058E-4;0,0852;5,2736E-4;0,0811;2,8323E-4;0,1088;4,4867E-4;0,1431;0,0010
0,1145;6,0835E-4;0,0704;3,5572E-4;0,0860;5,3964E-4;0,0825;2,9237E-4;0,1104;4,6663E-4;0,1436;0,0010
0,1156;6,2434E-4;0,0708;3,6090E-4;0,0869;5,4651E-4;0,0838;3,0132E-4;0,1120;4,8147E-4;0,1442;0,0010
0,1166;6,3969E-4;0,0710;3,6266E-4;0,0878;5,6262E-4;0,0850;3,0797E-4;0,1138;5,0379E-4;0,1447;0,0010
0,1177;6,5382E-4;0,0712;3,6237E-4;0,0887;5,7788E-4;0,0862;3,1406E-4;0,1154;5,2028E-4;0,1453;0,0011
0,1186;6,6636E-4;0,0713;3,6548E-4;0,0893;5,8980E-4;0,0872;3,2266E-4;0,1171;5,4011E-4;0,1460;0,0011
0,1197;6,7821E-4;0,0714;3,6739E-4;0,0901;5,9896E-4;0,0881;3,2887E-4;0,1188;5,6267E-4;0,1468;0,0011
0,1206;6,9435E-4;0,0717;3,6730E-4;0,0908;6,1164E-4;0,0889;3,3596E-4;0,1206;5,8360E-4;0,1476;0,0011
0,1215;7,0563E-4;0,0721;3,7385E-4;0,0915;6,2343E-4;0,0898;3,4127E-4;0,1223;6,0799E-4;0,1483;0,0011
0,1225;7,2152E-4;0,0727;3,7580E-4;0,0921;6,3184E-4;0,0907;3,4564E-4;0,1240;6,3311E-4;0,1491;0,0011
0,1233;7,3548E-4;0,0732;3,8462E-4;0,0928;6,4608E-4;0,0915;3,5131E-4;0,1257;6,5977E-4;0,1498;0,0011
0,1242;7,4893E-4;0,0740;3,9171E-4;0,0934;6,5711E-4;0,0923;3,5589E-4;0,1274;6,8264E-4;0,1504;0,0012
0,1250;7,6234E-4;0,0749;3,9765E-4;0,0941;6,6509E-4;0,0932;3,6349E-4;0,1289;7,0556E-4;0,1511;0,0012
0,1258;7,7591E-4;0,0759;4,0692E-4;0,0948;6,7681E-4;0,0941;3,7163E-4;0,1302;7,3004E-4;0,1518;0,0012
0,1265;7,8766E-4;0,0769;4,1937E-4;0,0956;6,9042E-4;0,0951;3,7910E-4;0,1315;7,4917E-4;0,1525;0,0012
0,1272;7,9872E-4;0,0780;4,3191E-4;0,0965;7,0713E-4;0,0960;3,8681E-4;0,1326;7,6703E-4;0,1532;0,0012
0,1280;8,1232E-4;0,0791;4,4047E-4;0,0974;7,2270E-4;0,0969;3,9385E-4;0,1336;7,8305E-4;0,1539;0,0012
0,1287;8,2332E-4;0,0803;4,5479E-4;0,0984;7,4165E-4;0,0978;3,9837E-4;0,1344;8,0021E-4;0,1545;0,0013
0,1295;8,3906E-4;0,0815;4,6803E-4;0,0993;7,5907E-4;0,0987;4,0644E-4;0,1352;8,0972E-4;0,1551;0,0013
0,1303;8,5496E-4;0,0827;4,8177E-4;0,1003;7,7816E-4;0,0996;4,1627E-4;0,1358;8,2573E-4;0,1558;0,0013
0,1312;8,7393E-4;0,0838;4,9392E-4;0,1012;7,9761E-4;0,1005;4,2117E-4;0,1365;8,3900E-4;0,1565;0,0013
0,1321;8,8855E-4;0,0850;5,0779E-4;0,1022;8,1585E-4;0,1015;4,3235E-4;0,1370;8,4843E-4;0,1571;0,0013
0,1332;9,1135E-4;0,0860;5,2240E-4;0,1032;8,3638E-4;0,1025;4,4314E-4;0,1376;8,5573E-4;0,1578;0,0013
0,1343;9,3080E-4;0,0869;5,3463E-4;0,1041;8,5381E-4;0,1036;4,5363E-4;0,1382;8,6968E-4;0,1585;0,0013
0,1355;9,5709E-4;0,0877;5,4008E-4;0,1050;8,7888E-4;0,1049;4,6410E-4;0,1387;8,7677E-4;0,1592;0,0014
0,1368;9,8251E-4;0,0884;5,5125E-4;0,1059;8,9300E-4;0,1064;4,8048E-4;0,1392;8,8755E-4;0,1600;0,0014
0,1380;0,0010;0,0891;5,6023E-4;0,1068;9,1536E-4;0,1081;4,9688E-4;0,1395;8,8959E-4;0,1609;0,0014
0,1393;0,0010;0,0898;5,6842E-4;0,1077;9,3632E-4;0,1099;5,1648E-4;0,1398;8,9735E-4;0,1618;0,0014
0,1406;0,0011;0,0904;5,8205E-4;0,1085;9,5843E-4;0,1116;5,3450E-4;0,1402;9,0540E-4;0,1627;0,0014
0,1418;0,0011;0,0911;5,8753E-4;0,1094;9,7997E-4;0,1134;5,5401E-4;0,1405;9,1223E-4;0,1638;0,0015
0,1430;0,0011;0,0917;5,9771E-4;0,1102;9,9788E-4;0,1150;5,7521E-4;0,1410;9,1895E-4;0,1649;0,0015
0,1442;0,0012;0,0922;6,0363E-4;0,1110;0,0010;0,1167;5,9807E-4;0,1414;9,2890E-4;0,1660;0,0015
0,1452;0,0012;0,0927;6,0969E-4;0,1117;0,0010;0,1183;6,1845E-4;0,1420;9,4080E-4;0,1672;0,0015
0,1464;0,0012;0,0932;6,1702E-4;0,1126;0,0011;0,1198;6,3538E-4;0,1426;9,5608E-4;0,1682;0,0015
0,1477;0,0012;0,0937;6,2831E-4;0,1134;0,0011;0,1212;6,5430E-4;0,1433;9,6605E-4;0,1692;0,0016
0,1489;0,0013;0,0941;6,3954E-4;0,1143;0,0011;0,1225;6,7672E-4;0,1439;9,7997E-4;0,1700;0,0016
0,1503;0,0013;0,0948;6,4862E-4;0,1152;0,0011;0,1237;6,9501E-4;0,1444;9,9250E-4;0,1708;0,0016
0,1518;0,0014;0,0955;6,5969E-4;0,1162;0,0012;0,1248;7,0663E-4;0,1449;0,0010;0,1715;0,0016
0,1534;0,0014;0,0964;6,7245E-4;0,1173;0,0012;0,1257;7,2339E-4;0,1453;0,0010;0,1721;0,0016
0,1547;0,0015;0,0973;6,8997E-4;0,1183;0,0012;0,1265;7,3540E-4;0,1457;0,0010;0,1728;0,0016
0,1564;0,0015;0,0983;7,0312E-4;0,1195;0,0012;0,1271;7,4463E-4;0,1461;0,0010;0,1734;0,0016
0,1579;0,0016;0,0993;7,1824E-4;0,1207;0,0013;0,1277;7,5314E-4;0,1465;0,0010;0,1742;0,0016
0,1595;0,0016;0,1002;7,3418E-4;0,1219;0,0013;0,1281;7,6260E-4;0,1470;0,0010;0,1750;0,0017
0,1608;0,0017;0,1012;7,5265E-4;0,1232;0,0014;0,1285;7,6621E-4;0,1474;0,0011;0,1757;0,0017
