"Position (m) anti 05A 1.43R 1";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 1";"Position (m) anti 05A 1.43R 2";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 2";"Position (m) anti 05A 1.43R 3";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 3";"Position (m) anti 05A 2R 1";"Magnetic Field Strength (1X) (T) anti 05A 2R 1";"Position (m) anti 05A 2R 2";"Magnetic Field Strength (1X) (T) anti 05A 2R 2";"Position (m) anti 05A 2R 1";"Magnetic Field Strength (1X) (T) anti 05A 2R 1";"Position (m) anti 05A 2.14R 1";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 1";"Position (m) anti 05A 2.14R 2";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 2";"Position (m) anti 05A 2.14R 3";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 3";"Position (m) anti 1A 2.14R 1";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 1";"Position (m) anti 1A 2.14R 2";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 2";"Position (m) anti 1A 2.14R 3";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 3";"Position (m) anti 1A 2R 1";"Magnetic Field Strength (1X) (T) anti 1A 2R 1";"Position (m) anti 1A 2R 2";"Magnetic Field Strength (1X) (T) anti 1A 2R 2";"Position (m) anti 1A 2R 3";"Magnetic Field Strength (1X) (T) anti 1A 2R 3";"Position (m) anti 1A 1.43R 1";"Magnetic Field Strength (1X) (T) anti 1A 1.43R 1";"Position (m) anti 05A 1.43R 2";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 2";"Position (m) anti 05A 1.43R 3";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 3";"Position (m) HH 1A 1R 1";"Magnetic Field Strength (1X) (T) HH 1A 1R 1";"Position (m) HH 1A 1R 2";"Magnetic Field Strength (1X) (T) HH 1A 1R 2";"Position (m) HH 1A 1R 3";"Magnetic Field Strength (1X) (T) HH 1A 1R 3";"Position (m) HH 2A 1R 1";"Magnetic Field Strength (1X) (T) HH 2A 1R 1"
0,4576;2,5048E-4;;;0,5268;5,5688E-6;0,5229;0,0013;0,6449;-4,6836E-5;0,6131;3,5059E-6;0,5164;6,8728E-4;0,5008;7,2814E-4;0,7005;-1,9997E-4;0,5000;0,0020;0,7574;-2,7927E-5;;;0,5648;8,5104E-4;0,5486;0,0012;0,6270;5,6741E-5;0,6101;-4,5444E-5;0,5648;-1,3291E-5;0,4579;7,8188E-4;;;;;;;;
0,4585;2,4682E-4;;;0,5268;6,9971E-6;0,5247;0,0013;0,6461;-4,9192E-5;0,6144;1,5649E-6;0,5167;6,8260E-4;0,5018;7,0913E-4;0,7005;-2,0168E-4;0,5009;0,0019;0,7576;-2,8184E-5;;;0,5658;8,2841E-4;0,5497;0,0012;0,6282;4,9844E-5;0,6115;-4,4248E-5;0,5662;-1,7344E-5;0,4593;7,5510E-4;;;;;;;;
0,4594;2,4256E-4;;;0,5268;7,5464E-6;0,5266;0,0012;0,6473;-5,0474E-5;0,6157;-4,5874E-6;0,5171;6,7539E-4;0,5029;6,8954E-4;0,7005;-2,0166E-4;0,5019;0,0019;0,7577;-2,8745E-5;;;0,5668;8,0738E-4;0,5508;0,0012;0,6295;4,5449E-5;0,6129;-4,9680E-5;0,5676;-1,8687E-5;0,4607;7,2630E-4;;;;;;;;
0,4603;2,3755E-4;;;0,5268;6,8750E-6;0,5285;0,0012;0,6485;-5,2598E-5;0,6170;-9,9219E-6;0,5177;6,6659E-4;0,5038;6,7532E-4;0,7005;-2,0111E-4;0,5028;0,0019;0,7577;-2,9075E-5;;;0,5678;7,8991E-4;0,5520;0,0011;0,6310;3,8284E-5;0,6143;-4,9021E-5;0,5690;-2,1738E-5;0,4620;7,0139E-4;;;;;;;;
0,4613;2,3036E-4;;;0,5268;4,7510E-6;0,5302;0,0011;0,6497;-5,4722E-5;0,6182;-1,4829E-5;0,5186;6,5645E-4;0,5046;6,5915E-4;0,7005;-2,0122E-4;0,5036;0,0018;0,7577;-2,6157E-5;;;0,5688;7,7345E-4;0,5531;0,0011;0,6327;3,2083E-5;0,6158;-5,0583E-5;0,5705;-2,1750E-5;0,4634;6,7381E-4;;;;;;;;
0,4624;2,2813E-4;;;0,5268;6,4233E-6;0,5320;0,0011;0,6510;-5,5979E-5;0,6194;-1,8906E-5;0,5197;6,3853E-4;0,5054;6,4785E-4;0,7005;-2,0279E-4;0,5044;0,0018;0,7577;-2,7659E-5;;;0,5698;7,5705E-4;0,5543;0,0011;0,6346;2,5222E-5;0,6173;-5,2793E-5;0,5719;-2,6450E-5;0,4648;6,4876E-4;;;;;;;;
0,4635;2,2571E-4;;;0,5268;5,8618E-6;0,5338;0,0011;0,6522;-5,7200E-5;0,6204;-2,1189E-5;0,5211;6,2272E-4;0,5061;6,3531E-4;0,7005;-2,0179E-4;0,5051;0,0018;0,7577;-2,6755E-5;;;0,5708;7,3406E-4;0,5555;0,0010;0,6367;2,0449E-5;0,6186;-5,5564E-5;0,5735;-2,9709E-5;0,4662;6,2630E-4;;;;;;;;
0,4647;2,1991E-4;;;0,5268;4,7876E-6;0,5353;0,0010;0,6535;-5,8359E-5;0,6214;-2,3240E-5;0,5225;6,0651E-4;0,5068;6,2085E-4;0,7005;-2,0067E-4;0,5059;0,0018;0,7576;-2,8391E-5;;;0,5717;7,1824E-4;0,5567;0,0010;0,6389;9,3896E-6;0,6199;-5,4941E-5;0,5752;-3,3884E-5;0,4674;6,0297E-4;;;;;;;;
0,4659;2,1312E-4;;;0,5268;6,1914E-6;0,5369;9,9120E-4;0,6548;-5,9336E-5;0,6223;-2,5962E-5;0,5239;5,8920E-4;0,5075;6,0923E-4;0,7005;-2,0385E-4;0,5066;0,0017;0,7576;-2,7024E-5;;;0,5727;7,0174E-4;0,5579;9,8240E-4;0,6412;3,8477E-6;0,6210;-5,5894E-5;0,5771;-3,5862E-5;0,4687;5,8233E-4;;;;;;;;
0,4672;2,0401E-4;;;0,5268;7,0215E-6;0,5385;9,6007E-4;0,6561;-6,3645E-5;0,6232;-2,7402E-5;0,5253;5,6756E-4;0,5081;5,9993E-4;0,7005;-2,0172E-4;0,5074;0,0017;0,7575;-2,6316E-5;;;0,5738;6,8394E-4;0,5590;9,5596E-4;0,6435;-3,4155E-6;0,6220;-5,5088E-5;0,5792;-3,8877E-5;0,4699;5,6250E-4;;;;;;;;
0,4685;2,0241E-4;;;0,5268;5,9595E-6;0,5400;9,2409E-4;0,6574;-6,5659E-5;0,6241;-3,2297E-5;0,5266;5,5054E-4;0,5086;5,8732E-4;0,7005;-1,9844E-4;0,5081;0,0017;0,7575;-2,4058E-5;;;0,5749;6,6963E-4;0,5601;9,2724E-4;0,6457;-1,2668E-5;0,6231;-5,6235E-5;0,5812;-4,4016E-5;0,4712;5,4195E-4;;;;;;;;
0,4697;1,9561E-4;;;0,5268;4,5435E-6;0,5415;8,9850E-4;0,6587;-6,7588E-5;0,6250;-3,4861E-5;0,5278;5,3769E-4;0,5093;5,7979E-4;0,7005;-2,0162E-4;0,5088;0,0017;0,7575;-2,6426E-5;;;0,5760;6,5022E-4;0,5611;9,0740E-4;0,6479;-1,8699E-5;0,6241;-5,6626E-5;0,5831;-4,2698E-5;0,4725;5,2118E-4;;;;;;;;
0,4709;1,8959E-4;;;0,5268;3,5425E-6;0,5430;8,6875E-4;0,6601;-6,6855E-5;0,6258;-3,5679E-5;0,5288;5,1861E-4;0,5098;5,6933E-4;0,7005;-2,0313E-4;0,5093;0,0016;0,7575;-2,8953E-5;;;0,5772;6,3441E-4;0,5620;8,8604E-4;0,6500;-1,9700E-5;0,6251;-5,6772E-5;0,5848;-4,7031E-5;0,4738;5,0399E-4;;;;;;;;
0,4720;1,8932E-4;;;0,5268;2,8711E-6;0,5444;8,3839E-4;0,6612;-7,1360E-5;0,6267;-3,7266E-5;0,5298;5,0585E-4;0,5103;5,6114E-4;;;0,5099;0,0016;0,7575;-2,5376E-5;;;0,5784;6,1155E-4;0,5628;8,6897E-4;0,6521;-2,9282E-5;0,6262;-5,6772E-5;0,5863;-4,9424E-5;0,4751;4,8679E-4;;;;;;;;
0,4730;1,8714E-4;;;0,5268;2,5049E-6;0,5457;8,1320E-4;0,6624;-7,3704E-5;0,6275;-4,0183E-5;0,5306;4,9513E-4;0,5110;5,5287E-4;;;0,5105;0,0016;0,7575;-2,5767E-5;;;0,5795;5,9744E-4;0,5637;8,4806E-4;0,6541;-3,6375E-5;0,6272;-5,6797E-5;0,5877;-5,1853E-5;0,4765;4,6640E-4;;;;;;;;
0,4739;1,7895E-4;;;0,5268;4,7388E-6;0,5470;7,9282E-4;0,6635;-7,4570E-5;0,6284;-4,2222E-5;0,5314;4,9116E-4;0,5117;5,3822E-4;;;0,5110;0,0016;0,7575;-2,8037E-5;;;0,5806;5,7940E-4;0,5645;8,3385E-4;0,6559;-3,7083E-5;0,6283;-5,8848E-5;0,5890;-5,6138E-5;0,4778;4,4900E-4;;;;;;;;
0,4746;1,7566E-4;;;0,5268;4,4214E-6;0,5482;7,6991E-4;0,6646;-7,4998E-5;0,6292;-4,4578E-5;0,5321;4,8391E-4;0,5125;5,3020E-4;;;0,5116;0,0016;0,7575;-2,9709E-5;;;0,5817;5,6776E-4;0,5652;8,1732E-4;0,6578;-4,2856E-5;0,6294;-6,1277E-5;0,5903;-5,9006E-5;0,4791;4,2985E-4;;;;;;;;
0,4753;1,7608E-4;;;0,5268;;0,5494;7,4876E-4;0,6657;-7,5937E-5;0,6301;-4,6909E-5;0,5328;4,7381E-4;0,5133;5,1902E-4;;;0,5122;0,0015;0,7575;-2,4973E-5;;;0,5828;5,5114E-4;0,5659;8,0551E-4;0,6595;-5,0254E-5;0,6306;-6,0471E-5;0,5916;-5,7773E-5;0,4803;4,1823E-4;;;;;;;;
0,4759;1,7074E-4;;;;;0,5504;7,3439E-4;0,6667;-7,9722E-5;0,6310;-5,1145E-5;0,5335;4,6850E-4;0,5142;5,0482E-4;;;0,5127;0,0015;0,7575;-2,7207E-5;;;0,5839;5,3836E-4;0,5666;7,8788E-4;0,6611;-5,2451E-5;0,6318;-6,2363E-5;0,5929;-5,6980E-5;0,4816;3,9883E-4;;;;;;;;
0,4764;1,7226E-4;;;;;0,5514;7,1404E-4;0,6678;-8,0125E-5;0,6318;-5,3806E-5;0,5342;4,6154E-4;0,5150;4,9273E-4;;;0,5131;0,0015;0,7575;-2,9197E-5;;;0,5850;5,2045E-4;0,5675;7,7172E-4;0,6625;-5,5771E-5;0,6332;-6,2192E-5;0,5941;-5,7932E-5;0,4829;3,8708E-4;;;;;;;;
0,4770;1,7104E-4;;;;;0,5523;6,9663E-4;0,6689;-8,0100E-5;0,6328;-5,6968E-5;0,5350;4,4962E-4;0,5159;4,7964E-4;;;0,5135;0,0015;0,7575;-2,9343E-5;;;0,5861;5,0962E-4;0,5684;7,5336E-4;0,6639;-5,6968E-5;0,6345;-6,1265E-5;0,5954;-6,0703E-5;0,4842;3,6936E-4;;;;;;;;
0,4776;1,6654E-4;;;;;0,5532;6,8563E-4;0,6699;-7,8464E-5;0,6337;-5,8994E-5;0,5358;4,4687E-4;0,5168;4,6883E-4;;;0,5139;0,0015;0,7575;-2,9014E-5;;;0,5872;4,9486E-4;0,5695;7,3664E-4;0,6653;-5,9958E-5;0,6358;-6,3425E-5;0,5967;-6,1106E-5;0,4856;3,5049E-4;;;;;;;;
0,4782;1,6459E-4;;;;;0,5541;6,6542E-4;0,6711;-8,0918E-5;0,6346;-6,0544E-5;0,5366;4,4177E-4;0,5177;4,5268E-4;;;0,5145;0,0015;0,7575;-2,6011E-5;;;0,5884;4,7991E-4;0,5707;7,0976E-4;0,6669;-6,5659E-5;0,6372;-6,5439E-5;0,5980;-6,4609E-5;0,4872;3,3562E-4;;;;;;;;
0,4788;1,6203E-4;;;;;0,5551;6,5374E-4;0,6723;-8,5557E-5;0,6357;-6,2009E-5;0,5373;4,3555E-4;0,5187;4,4251E-4;;;0,5150;0,0015;0,7575;-2,5388E-5;;;0,5896;4,6809E-4;0,5719;6,8821E-4;0,6686;-6,6257E-5;0,6385;-6,4194E-5;0,5993;-6,5647E-5;0,4887;3,1564E-4;;;;;;;;
0,4795;1,6029E-4;;;;;0,5562;6,3483E-4;0,6735;-8,7510E-5;0,6368;-6,6550E-5;0,5381;4,2160E-4;0,5196;4,2781E-4;;;0,5156;0,0014;0,7575;-2,7244E-5;;;0,5910;4,5294E-4;0,5733;6,6876E-4;0,6706;-6,9578E-5;0,6398;-6,5586E-5;0,6005;-6,5806E-5;0,4903;3,0501E-4;;;;;;;;
0,4802;1,6131E-4;;;;;0,5575;6,1369E-4;0,6748;-8,4116E-5;0,6380;-6,9199E-5;0,5389;4,1283E-4;0,5205;4,1887E-4;;;0,5163;0,0014;0,7575;-2,6108E-5;;;0,5923;4,3625E-4;0,5747;6,3864E-4;0,6727;-7,3838E-5;0,6411;-6,5403E-5;0,6016;-7,0774E-5;0,4920;2,9016E-4;;;;;;;;
0,4810;1,5453E-4;;;;;0,5588;5,9475E-4;0,6762;-8,5166E-5;0,6392;-7,0322E-5;0,5397;4,0703E-4;0,5213;4,0484E-4;;;0,5170;0,0014;0,7575;-2,8525E-5;;;0,5938;4,2224E-4;0,5762;6,1334E-4;0,6748;-7,9490E-5;0,6423;-6,8442E-5;0,6027;-7,0627E-5;0,4937;2,7194E-4;;;;;;;;
0,4819;1,5418E-4;;;;;0,5603;5,7432E-4;0,6777;-8,9011E-5;0,6405;-7,1274E-5;0,5404;4,0292E-4;0,5221;3,9359E-4;;;0,5179;0,0014;0,7575;-2,7976E-5;;;0,5953;4,0913E-4;0,5778;5,9049E-4;0,6768;-8,1504E-5;0,6433;-6,7991E-5;0,6038;-6,8735E-5;0,4953;2,5635E-4;;;;;;;;
0,4827;1,5117E-4;;;;;0,5617;5,5546E-4;0,6793;-9,2014E-5;0,6417;-7,5022E-5;0,5411;3,9241E-4;0,5229;3,8289E-4;;;0,5187;0,0013;0,7575;-3,0430E-5;;;0,5967;3,8969E-4;0,5795;5,6112E-4;0,6788;-8,7839E-5;0,6444;-6,8796E-5;0,6050;-7,2971E-5;0,4970;2,4214E-4;;;;;;;;
0,4837;1,5014E-4;;;;;0,5632;5,3339E-4;0,6810;-9,4395E-5;0,6428;-7,7366E-5;0,5418;3,8596E-4;0,5236;3,7713E-4;;;0,5197;0,0013;0,7575;-2,7683E-5;;;0,5983;3,7672E-4;0,5813;5,3400E-4;0,6809;-9,1331E-5;0,6452;-6,7283E-5;0,6061;-7,1787E-5;0,4986;2,3004E-4;;;;;;;;
0,4846;1,4550E-4;;;;;0,5645;5,1479E-4;0,6826;-9,4321E-5;0,6440;-7,9001E-5;0,5425;3,7902E-4;0,5244;3,6818E-4;;;0,5205;0,0013;0,7575;-3,0332E-5;;;0,5998;3,6276E-4;0,5831;5,1277E-4;0,6829;-9,3271E-5;0,6461;-6,9260E-5;0,6071;-7,3374E-5;0,5002;2,1509E-4;;;;;;;;
0,4857;1,4125E-4;;;;;0,5659;4,9593E-4;0,6843;-9,5151E-5;0,6451;-8,0234E-5;0,5433;3,7416E-4;0,5251;3,6017E-4;;;0,5215;0,0013;0,7575;-2,8464E-5;;;0,6013;3,4671E-4;0,5848;4,9163E-4;0,6848;-9,0720E-5;0,6468;-6,8833E-5;0,6080;-7,4216E-5;0,5018;2,0362E-4;;;;;;;;
0,4867;1,3968E-4;;;;;0,5671;4,8130E-4;0,6859;-9,9766E-5;0,6461;-8,3799E-5;0,5440;3,6803E-4;0,5259;3,4898E-4;;;0,5224;0,0012;0,7575;-2,9001E-5;;;0,6028;3,3565E-4;0,5865;4,6442E-4;0,6865;-9,7190E-5;0,6475;-6,7942E-5;0,6090;-7,7952E-5;0,5034;1,9358E-4;;;;;;;;
0,4878;1,3841E-4;;;;;0,5684;4,6642E-4;0,6874;-9,7312E-5;0,6471;-8,3347E-5;0,5448;3,6183E-4;0,5267;3,4218E-4;;;0,5233;0,0012;0,7575;-3,0198E-5;;;0,6043;3,2390E-4;0,5882;4,4762E-4;0,6882;-9,8728E-5;0,6482;-7,0688E-5;0,6101;-7,6572E-5;0,5050;1,8219E-4;;;;;;;;
0,4889;1,3479E-4;;;;;0,5696;4,5258E-4;0,6889;-9,9717E-5;0,6481;-8,5740E-5;0,5456;3,5574E-4;0,5276;3,3014E-4;;;0,5241;0,0012;0,7575;-2,9172E-5;;;0,6057;3,1253E-4;0,5899;4,2703E-4;0,6898;-1,0046E-4;0,6489;-7,2324E-5;0,6113;-7,9343E-5;0,5066;1,6818E-4;;;;;;;;
0,4898;1,2958E-4;;;;;0,5707;4,4081E-4;0,6904;-1,0068E-4;0,6491;-8,8901E-5;0,5464;3,5095E-4;0,5287;3,1997E-4;;;0,5250;0,0012;0,7575;-2,7463E-5;;;0,6070;3,0089E-4;0,5915;4,0928E-4;0,6914;-1,0510E-4;0,6497;-7,1482E-5;0,6125;-7,5730E-5;0,5081;1,5631E-4;;;;;;;;
0,4907;1,2674E-4;;;;;0,5719;4,2680E-4;0,6918;-1,0394E-4;0,6500;-8,8975E-5;0,5473;3,4127E-4;0,5298;3,0745E-4;;;0,5259;0,0011;;;;;0,6083;2,8998E-4;0,5932;3,8766E-4;0,6930;-1,0594E-4;0,6507;-7,0505E-5;0,6137;-8,0063E-5;0,5096;1,4817E-4;;;;;;;;
0,4915;1,2584E-4;;;;;0,5732;4,0706E-4;0,6933;-1,0528E-4;0,6510;-8,9036E-5;0,5483;3,3336E-4;0,5308;2,9805E-4;;;0,5268;0,0011;;;;;0,6096;2,8318E-4;0,5947;3,7226E-4;0,6947;-1,0768E-4;0,6516;-7,2104E-5;0,6149;-7,9905E-5;0,5110;1,3672E-4;;;;;;;;
0,4922;1,2490E-4;;;;;0,5746;3,9442E-4;0,6947;-1,0469E-4;0,6520;-8,9902E-5;0,5495;3,2658E-4;0,5319;2,8791E-4;;;0,5276;0,0011;;;;;0,6108;2,7497E-4;0,5962;3,5324E-4;0,6965;-1,0927E-4;0,6528;-7,0151E-5;0,6160;-8,3005E-5;0,5123;1,3179E-4;;;;;;;;
0,4928;1,2431E-4;;;;;0,5761;3,8200E-4;0,6961;-1,0892E-4;0,6529;-9,5225E-5;0,5506;3,1692E-4;0,5330;2,7427E-4;;;0,5285;0,0011;;;;;0,6120;2,6693E-4;0,5978;3,4276E-4;0,6984;-1,1010E-4;0,6542;-7,4692E-5;0,6172;-8,3787E-5;0,5134;1,2528E-4;;;;;;;;
0,4934;1,2371E-4;;;;;0,5778;3,6415E-4;0,6974;-1,0510E-4;0,6539;-9,6665E-5;0,5519;3,1122E-4;0,5341;2,6137E-4;;;0,5292;0,0011;;;;;0,6131;2,5927E-4;0,5993;3,2772E-4;0,7002;-1,1588E-4;0,6558;-7,4155E-5;0,6184;-8,4409E-5;0,5145;1,2028E-4;;;;;;;;
0,4939;1,2172E-4;;;;;0,5794;3,4964E-4;0,6988;-1,0776E-4;0,6549;-1,0035E-4;0,5532;2,9887E-4;0,5353;2,5237E-4;;;0,5301;0,0010;;;;;0,6142;2,5285E-4;0,6009;3,1082E-4;0,7020;-1,1483E-4;0,6577;-7,5937E-5;0,6198;-8,6118E-5;0,5154;1,1144E-4;;;;;;;;
0,4943;1,1994E-4;;;;;0,5810;3,3300E-4;0,7001;-1,0787E-4;0,6559;-1,0038E-4;0,5545;2,9447E-4;0,5364;2,4549E-4;;;0,5310;0,0010;;;;;0,6153;2,4397E-4;0,6025;2,9799E-4;0,7038;-1,1548E-4;0,6598;-7,4998E-5;0,6212;-8,8145E-5;0,5162;1,0980E-4;;;;;;;;
0,4948;1,1907E-4;;;;;0,5826;3,2031E-4;0,7015;-1,1268E-4;0,6569;-1,0322E-4;0,5558;2,8478E-4;0,5375;2,3062E-4;;;0,5318;0,0010;;;;;0,6163;2,3804E-4;0,6041;2,8798E-4;0,7056;-1,2115E-4;0,6619;-7,5657E-5;0,6227;-8,8975E-5;0,5170;1,0396E-4;;;;;;;;
0,4953;1,1844E-4;;;;;0,5842;3,0687E-4;0,7027;-1,1329E-4;0,6580;-1,0277E-4;0,5571;2,7555E-4;0,5387;2,2259E-4;;;0,5327;9,8286E-4;;;;;0,6173;2,3024E-4;0,6059;2,7292E-4;0,7073;-1,2206E-4;0,6636;-7,5681E-5;0,6242;-8,8523E-5;0,5177;1,0596E-4;;;;;;;;
0,4957;1,1669E-4;;;;;0,5858;2,9348E-4;0,7039;-1,0923E-4;0,6590;-1,0566E-4;0,5583;2,7078E-4;0,5397;2,1437E-4;;;0,5336;9,6878E-4;;;;;0,6184;2,2578E-4;0,6076;2,5940E-4;0,7092;-1,2068E-4;0,6651;-7,6768E-5;0,6258;-9,0500E-5;0,5182;1,0163E-4;;;;;;;;
0,4963;1,1687E-4;;;;;0,5875;2,7959E-4;0,7052;-1,0880E-4;0,6600;-1,0456E-4;0,5596;2,6394E-4;0,5408;2,0452E-4;;;0,5344;9,4522E-4;;;;;0,6194;2,1782E-4;0,6093;2,4542E-4;0,7110;-1,2362E-4;0,6662;-7,6487E-5;0,6274;-8,8816E-5;0,5188;9,7341E-5;;;;;;;;
0,4969;1,1500E-4;;;;;0,5890;2,7189E-4;0,7065;-1,1306E-4;0,6609;-1,0692E-4;0,5609;2,5587E-4;0,5418;1,9604E-4;;;0,5353;9,2918E-4;;;;;0,6203;2,1223E-4;0,6109;2,3526E-4;0,7129;-1,2688E-4;0,6669;-7,5474E-5;0,6289;-9,1318E-5;0,5194;9,3252E-5;;;;;;;;
0,4975;1,1262E-4;;;;;0,5906;2,5955E-4;0,7078;-1,1334E-4;0,6618;-1,0630E-4;0,5622;2,4463E-4;0,5429;1,8819E-4;;;0,5361;9,0949E-4;;;;;0,6212;2,0686E-4;0,6125;2,2119E-4;0,7147;-1,2765E-4;0,6674;-7,7817E-5;0,6301;-9,1270E-5;0,5199;9,1250E-5;;;;;;;;
0,4983;1,1448E-4;;;;;0,5922;2,4838E-4;0,7091;-1,1472E-4;0,6626;-1,1001E-4;0,5636;2,3883E-4;0,5439;1,7820E-4;;;0,5369;8,9459E-4;;;;;0,6222;2,0462E-4;0,6140;2,1105E-4;0,7164;-1,2948E-4;0,6674;-7,6462E-5;0,6312;-9,3101E-5;0,5206;8,6404E-5;;;;;;;;
0,4991;1,1231E-4;;;;;0,5936;2,3737E-4;0,7103;-1,1445E-4;0,6635;-1,1023E-4;0,5649;2,3374E-4;0,5451;1,7063E-4;;;0,5379;8,7742E-4;;;;;0,6230;1,9789E-4;0,6154;2,0194E-4;0,7182;-1,3171E-4;0,6674;-7,6658E-5;0,6322;-9,1501E-5;0,5213;8,3792E-5;;;;;;;;
0,4999;1,0908E-4;;;;;0,5951;2,2501E-4;0,7116;-1,1434E-4;0,6643;-1,1245E-4;0,5662;2,2661E-4;0,5462;1,5910E-4;;;0,5388;8,5904E-4;;;;;0,6239;1,9247E-4;0,6167;1,9445E-4;0,7197;-1,3189E-4;0,6674;-7,7744E-5;0,6332;-9,1978E-5;0,5220;7,9092E-5;;;;;;;;
0,5009;1,0816E-4;;;;;0,5966;2,1729E-4;0,7128;-1,1803E-4;0,6652;-1,1085E-4;0,5676;2,2011E-4;0,5473;1,5243E-4;;;0,5397;8,4286E-4;;;;;0,6247;1,8931E-4;0,6178;1,8699E-4;0,7213;-1,3468E-4;0,6674;-7,8354E-5;0,6342;-9,4736E-5;0,5227;7,7444E-5;;;;;;;;
0,5018;1,0489E-4;;;;;0,5981;2,0785E-4;0,7140;-1,1837E-4;0,6662;-1,1734E-4;0,5691;2,1579E-4;0,5485;1,4446E-4;;;0,5407;8,2528E-4;;;;;0,6254;1,8534E-4;0,6189;1,7920E-4;0,7228;-1,3329E-4;0,6674;-7,5937E-5;0,6353;-9,6897E-5;0,5233;7,6956E-5;;;;;;;;
0,5028;1,0359E-4;;;;;0,5996;1,9956E-4;0,7150;-1,1712E-4;0,6672;-1,1443E-4;0,5705;2,0612E-4;0,5496;1,4020E-4;;;0,5418;8,0957E-4;;;;;0,6262;1,8053E-4;0,6199;1,7162E-4;0,7245;-1,3319E-4;0,6674;-7,5474E-5;0,6364;-9,6409E-5;0,5241;7,0181E-5;;;;;;;;
0,5037;9,9856E-5;;;;;0,6012;1,9024E-4;0,7160;-1,1454E-4;0,6682;-1,1551E-4;0,5721;2,0037E-4;0,5506;1,3234E-4;;;0,5428;7,9223E-4;;;;;0,6269;1,7527E-4;0,6209;1,6962E-4;0,7263;-1,3719E-4;0,6674;-7,8452E-5;0,6375;-9,7617E-5;0,5248;6,6909E-5;;;;;;;;
0,5046;9,8708E-5;;;;;0,6027;1,8113E-4;0,7169;-1,1830E-4;0,6691;-1,2092E-4;0,5737;1,9157E-4;0,5518;1,2268E-4;;;0,5438;7,7388E-4;;;;;0,6277;1,7431E-4;0,6219;1,6653E-4;0,7283;-1,3805E-4;0,6674;-7,9160E-5;0,6387;-9,7947E-5;0,5256;6,5530E-5;;;;;;;;
0,5054;9,7329E-5;;;;;0,6043;1,7377E-4;0,7177;-1,1745E-4;0,6699;-1,1896E-4;0,5754;1,8501E-4;0,5529;1,1703E-4;;;0,5449;7,5476E-4;;;;;0,6285;1,7018E-4;0,6229;1,5897E-4;0,7302;-1,4154E-4;0,6674;-7,8794E-5;0,6399;-9,9033E-5;0,5264;6,0330E-5;;;;;;;;
0,5062;9,8928E-5;;;;;0,6060;1,6602E-4;0,7184;-1,2055E-4;0,6704;-1,2209E-4;0,5772;1,7797E-4;0,5539;1,1116E-4;;;0,5460;7,3849E-4;;;;;0,6293;1,6935E-4;0,6240;1,5073E-4;0,7322;-1,4228E-4;0,6673;-7,8501E-5;0,6412;-1,0044E-4;0,5273;5,7656E-5;;;;;;;;
0,5070;9,4448E-5;;;;;0,6077;1,5709E-4;0,7191;-1,1966E-4;0,6705;-1,1911E-4;0,5789;1,6970E-4;0,5551;1,0330E-4;;;0,5471;7,1947E-4;;;;;0,6302;1,6715E-4;0,6251;1,4835E-4;0,7341;-1,4321E-4;0,6673;-7,8916E-5;0,6424;-9,9924E-5;0,5282;5,4690E-5;;;;;;;;
0,5078;9,2056E-5;;;;;0,6095;1,4726E-4;0,7198;-1,1988E-4;0,6705;-1,1499E-4;0,5809;1,6190E-4;0,5563;9,7976E-5;;;0,5483;7,0329E-4;;;;;0,6311;1,5919E-4;0,6264;1,3856E-4;0,7361;-1,4717E-4;0,6673;-7,8171E-5;0,6437;-9,8838E-5;0,5292;4,8184E-5;;;;;;;;
0,5086;9,2104E-5;;;;;0,6114;1,4105E-4;0,7205;-1,2354E-4;0,6705;-1,1947E-4;0,5829;1,5650E-4;0,5576;8,6184E-5;;;0,5496;6,8396E-4;;;;;0,6320;1,5580E-4;0,6277;1,3419E-4;0,7381;-1,4581E-4;0,6673;-7,5413E-5;0,6448;-9,7300E-5;0,5302;4,5828E-5;;;;;;;;
0,5095;9,1702E-5;;;;;0,6133;1,3231E-4;0,7213;-1,2186E-4;0,6708;-1,1987E-4;0,5850;1,4915E-4;0,5590;8,2314E-5;;;0,5510;6,6410E-4;;;;;0,6330;1,5220E-4;0,6292;1,2692E-4;0,7401;-1,4823E-4;0,6673;-7,8110E-5;0,6459;-9,9875E-5;0,5313;4,0688E-5;;;;;;;;
0,5103;8,6746E-5;;;;;0,6152;1,2138E-4;0,7220;-1,2280E-4;0,6713;-1,2391E-4;0,5870;1,4308E-4;0,5604;7,4673E-5;;;0,5525;6,3937E-4;;;;;0,6340;1,4801E-4;0,6307;1,2112E-4;0,7420;-1,4680E-4;0,6673;-7,7610E-5;0,6468;-1,0332E-4;0,5323;3,5391E-5;;;;;;;;
